rt,trial_type,trial_index,trial_number,time_elapsed,random_id,stimulus,response,task,word,condition,list,question_order,correct_answer,correct,file_name,participant_id,stimulus_list,word_1,word_2,word_3,word_4,word_5,word_6,word_7,word_8,word_9,word_10,word_11,word_12,word_13,word_14,word_15,likert_rating,experiment_about,feel_while_completing,subjective_task_difficulty,technical_issues,feedback,participant_is_group_member
911,html-keyboard-response,91,65,592201,pqbzw6y3v6d,<h1>Tired</h1>,s,speed_game,Tired,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
812,html-keyboard-response,93,66,593830,pqbzw6y3v6d,<h1>Sugar</h1>,s,speed_game,Sugar,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
918,html-keyboard-response,95,67,595557,pqbzw6y3v6d,<h1>Pin</h1>,s,speed_game,Pin,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
883,html-keyboard-response,97,68,597262,pqbzw6y3v6d,<h1>Hill</h1>,s,speed_game,Hill,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pqbzw6y3v6d_1772138622320.csv,squirrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,whether trying to remember specific words in a categoy would create the false memory of recalling a related word,good?,"easy, a straightforward task",no,no,FALSE
5320,survey-text,5,1,185198,psalelbuf8s,NA,"{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":"""",""Q6"":"""",""Q7"":"""",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,stimuli/Cogs 119 List 6.wav,,,,,,,,,,,,,,,,NA,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
3797,survey-text,7,2,217836,psalelbuf8s,NA,"{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":"""",""Q6"":"""",""Q7"":"""",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,stimuli/Cogs 119 List 4.wav,,,,,,,,,,,,,,,,NA,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
10020,survey-text,9,3,254367,psalelbuf8s,NA,"{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":"""",""Q6"":"""",""Q7"":"""",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":""cloth"",""Q14"":""knitting""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,stimuli/Cogs 119 List 3.wav,,,,,,,,,,,,,,cloth,knitting,NA,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
7416,survey-text,11,4,289295,psalelbuf8s,NA,"{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":"""",""Q6"":"""",""Q7"":"""",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":""rocking"",""Q14"":""bench""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,stimuli/Cogs 119 List 1.wav,,,,,,,,,,,,,,rocking,bench,NA,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
10450,survey-text,13,5,327367,psalelbuf8s,NA,"{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":"""",""Q6"":"""",""Q7"":"""",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,stimuli/Cogs 119 List 2.wav,,,,,,,,,,,,,,,,NA,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
2986,survey-text,15,6,357020,psalelbuf8s,NA,"{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":"""",""Q6"":"""",""Q7"":"""",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,stimuli/Cogs 119 List 5.wav,,,,,,,,,,,,,,,,NA,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
3924,survey-likert,17,7,363191,psalelbuf8s,NA,"{""Q0"":3}",recognition,Salty,weakly related,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
2588,survey-likert,18,8,365783,psalelbuf8s,NA,"{""Q0"":3}",recognition,Sour,studied,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
2408,survey-likert,19,9,368194,psalelbuf8s,NA,"{""Q0"":2}",recognition,Ghost,unrelated,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
2833,survey-likert,20,10,371031,psalelbuf8s,NA,"{""Q0"":2}",recognition,Sweet,critical,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
67408,survey-likert,21,11,438443,psalelbuf8s,NA,"{""Q0"":3}",recognition,Door,unrelated,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1816,survey-likert,22,12,440262,psalelbuf8s,NA,"{""Q0"":3}",recognition,Cherry,weakly related,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
2384,survey-likert,23,13,442649,psalelbuf8s,NA,"{""Q0"":3}",recognition,Sugar,studied,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1839,survey-likert,24,14,444491,psalelbuf8s,NA,"{""Q0"":3}",recognition,Project,unrelated,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1295,survey-likert,25,15,445789,psalelbuf8s,NA,"{""Q0"":3}",recognition,Key,unrelated,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
2151,survey-likert,26,16,447944,psalelbuf8s,NA,"{""Q0"":3}",recognition,Spike,weakly related,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1200,survey-likert,27,17,449145,psalelbuf8s,NA,"{""Q0"":3}",recognition,Rough,critical,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
2234,survey-likert,28,18,451384,psalelbuf8s,NA,"{""Q0"":3}",recognition,Smooth,studied,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1284,survey-likert,29,19,452670,psalelbuf8s,NA,"{""Q0"":3}",recognition,Touch,studied,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1269,survey-likert,30,20,453943,psalelbuf8s,NA,"{""Q0"":3}",recognition,Chalk,weakly related,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1325,survey-likert,31,21,455271,psalelbuf8s,NA,"{""Q0"":3}",recognition,Needle,critical,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
2417,survey-likert,32,22,457691,psalelbuf8s,NA,"{""Q0"":3}",recognition,Stitch,weakly related,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
2897,survey-likert,33,23,460591,psalelbuf8s,NA,"{""Q0"":3}",recognition,Thread,studied,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
2758,survey-likert,34,24,463353,psalelbuf8s,NA,"{""Q0"":3}",recognition,Splinter,weakly related,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
2052,survey-likert,35,25,465409,psalelbuf8s,NA,"{""Q0"":3}",recognition,Fast,unrelated,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
2764,survey-likert,36,26,468176,psalelbuf8s,NA,"{""Q0"":3}",recognition,Pin,studied,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
4947,survey-likert,37,27,473126,psalelbuf8s,NA,"{""Q0"":3}",recognition,Stop,unrelated,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
2447,survey-likert,38,28,475577,psalelbuf8s,NA,"{""Q0"":3}",recognition,Click: Definitely New,attention_check,none,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1266,survey-likert,39,29,476847,psalelbuf8s,NA,"{""Q0"":3}",recognition,Couch,studied,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1200,survey-likert,40,30,478050,psalelbuf8s,NA,"{""Q0"":3}",recognition,Chair,critical,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1262,survey-likert,41,31,479315,psalelbuf8s,NA,"{""Q0"":3}",recognition,Table,studied,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1258,survey-likert,42,32,480576,psalelbuf8s,NA,"{""Q0"":3}",recognition,Shoe,unrelated,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1313,survey-likert,43,33,481892,psalelbuf8s,NA,"{""Q0"":3}",recognition,Floor,weakly related,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1451,survey-likert,44,34,483346,psalelbuf8s,NA,"{""Q0"":3}",recognition,Cushion,weakly related,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
2469,survey-likert,45,35,485818,psalelbuf8s,NA,"{""Q0"":3}",recognition,Ball,unrelated,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1316,survey-likert,46,36,487138,psalelbuf8s,NA,"{""Q0"":3}",recognition,Car,unrelated,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1678,survey-likert,47,37,488819,psalelbuf8s,NA,"{""Q0"":3}",recognition,Hill,studied,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1356,survey-likert,48,38,490178,psalelbuf8s,NA,"{""Q0"":3}",recognition,Mountain,critical,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1681,survey-likert,49,39,491863,psalelbuf8s,NA,"{""Q0"":3}",recognition,Snow,weakly related,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1760,survey-likert,50,40,493626,psalelbuf8s,NA,"{""Q0"":3}",recognition,Peak,studied,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1439,survey-likert,51,41,495069,psalelbuf8s,NA,"{""Q0"":3}",recognition,Draw,unrelated,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1265,survey-likert,52,42,496336,psalelbuf8s,NA,"{""Q0"":3}",recognition,Hike,weakly related,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
8782,survey-likert,53,43,505121,psalelbuf8s,NA,"{""Q0"":3}",recognition,Coma,weakly related,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1383,survey-likert,54,44,506507,psalelbuf8s,NA,"{""Q0"":3}",recognition,Bed,studied,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1432,survey-likert,55,45,507942,psalelbuf8s,NA,"{""Q0"":3}",recognition,Calm,weakly related,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1239,survey-likert,56,46,509184,psalelbuf8s,NA,"{""Q0"":3}",recognition,Chess,unrelated,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
1115,survey-likert,57,47,510302,psalelbuf8s,NA,"{""Q0"":3}",recognition,Fish,unrelated,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/psalelbuf8s_1772499989159.csv,whale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,word recall ability,overwhelmed,"extremely difficult, memory recall from audio is hard",no,no,FALSE
